text;label
Hammers are used for a wide range of driving, shaping, breaking and non-destructive striking applications.;Hammers PIVOT,driving TASK,shaping TASK,breaking TASK,striking TASK
A tool with a heavy head and a handle used for pounding.;tool CONTEXT,heavy WEIGHT,head COMPONENT,handle COMPONENT,pounding TASK
A hammer is a tool that consists of a heavy piece of metal at the end of a handle.;hammer PIVOT,tool CONTEXT,heavy WEIGHT,metal MATERIAL,handle COMPONENT
It is used, for example, to hit nails into a piece of wood or a wall, or to break things into pieces.;hit TASK,break TASK
a hand tool consisting of a solid head set crosswise on a handle and used for pounding.;tool CONTEXT,solid HARDNESS,head COMPONENT,handle COMPONENT,pounding TASK
a tool used for hitting things or forcing nails into wood that consists of a handle and a heavy metal top with one flat side.;tool CONTEXT,hitting TASK,handle COMPONENT,heavy WEIGHT,metal MATERIAL,top COMPONENT,flat GEOMETRY,side COMPONENT
a tool consisting of a solid head, usually of metal, set crosswise on a handle, used for beating metals, driving nails, etc.;tool CONTEXT,solid HARDNESS,head COMPONENT,metal MATERIAL,handle COMPONENT,beating TASK,driving TASK
A hand tool consisting of a handle with a head of metal or other heavy rigid material that is attached at a right angle, used for striking or pounding.;tool CONTEXT,handle COMPONENT,head COMPONENT,metal MATERIAL,heavy WEIGHT,rigid HARDNESS,striking TASK,pounding TASK
A tool with a heavy metal head mounted at right angles at the end of a handle, used for jobs such as breaking things and driving in nails.;tool CONTEXT,heavy WEIGHT,metal MATERIAL,head COMPONENT,handle COMPONENT,breaking TASK,driving TASK
A handheld fan, or simply hand fan, may be any broad, flat surface that is waved back-and-forth to create an airflow.;fan PIVOT,broad GEOMETRY,flat GEOMETRY,waved TASK
Generally, purpose-made handheld fans are folding fans, which are shaped like a sector of a circle and made of a thin material (such as paper or feathers) mounted on slats which revolve around a pivot so that it can be closed when not in use.;fan PIVOT,circle GEOMETRY,thin GEOMETRY,paper MATERIAL
A hand-held device designed to be waved back and forth in order to induce airflow for the purpose of cooling the user.;waved TASK
A jar is a rigid, cylindrical or slightly conical container, typically made of glass, ceramic, or plastic, with a wide mouth or opening that can be closed with a lid, screw cap, lug cap, cork stopper, roll-on cap, crimp-on cap, press-on cap, plastic shrink, heat sealed lidding film, an inner seal, a Tamper-evident band, or other suitable means.;jar PIVOT,rigid HARDNESS,cylindrical GEOMETRY,conical GEOMETRY,container CONTEXT,glass MATERIAL,ceramic MATERIAL,plastic MATERIAL,wide GEOMETRY,mouth COMPONENT,closed TASK,lid COMPONENT,cap COMPONENT
a vessel (usually cylindrical) with a wide mouth and without handles.;vessel CONTEXT,cylindrical GEOMETRY,wide GEOMETRY,mouth COMPONENT
A jar is a glass container with a lid that is used for storing food.;jar PIVOT,glass MATERIAL,container CONTEXT,lid CONTEXT
a glass container with a lid and a wide top, especially one in which food is sold or kept.;glass MATERIAL,container CONTEXT,lid CONTEXT,wide GEOMETRY,top COMPONENT
a broad-mouthed container, usually cylindrical and of glass or earthenware;container CONTEXT,cylindrical GEOMETRY,glass MATERIAL
A cylindrical glass or earthenware vessel with a wide mouth and usually no handles.;cylindrical GEOMETRY,glass MATERIAL,vessel CONTEXT,wide GEOMETRY,mouth COMPONENT
A wide-mouthed cylindrical container made of glass or pottery and typically having a lid, used especially for storing food.;cylindrical GEOMETRY,container CONTEXT,glass MATERIAL,lid CONTEXT
A jug is a type of container commonly used to hold liquids.;jug PIVOT,container CONTEXT,hold TASK
It has an opening, sometimes narrow, from which to pour or drink, and has a handle, and often a pouring lip.;narrow GEOMETRY,pour TASK,drink TASK,handle COMPONENT,pouring TASK
Jugs throughout history have been made of metal, and ceramic, or glass, and plastic is now common.;Jugs PIVOT,metal MATERIAL,ceramic MATERIAL,glass MATERIAL,plastic MATERIAL
In British English, jugs are pouring vessels for holding drinkable liquids.;jugs PIVOT,pouring TASK,vessels CONTEXT,holding TASK
A serving vessel or container, typically circular in cross-section and typically higher than it is wide, with a relatively small mouth or spout, an ear handle and often a stopper or top.;vessel CONTEXT,container CONTEXT,circular GEOMETRY,small SIZE,mouth COMPONENT,handle COMPONENT
a large bottle with a narrow mouth.;large SIZE,bottle PIVOT,narrow GEOMETRY,mouth COMPONENT
A jug is a cylindrical container with a handle and is used for holding and pouring liquids.;jug PIVOT,cylindrical GEOMETRY,container CONTEXT,handle COMPONENT,holding TASK,pouring TASK
a large deep container (as of glass, earthenware, or plastic) with a narrow mouth and a handle.;large SIZE,container CONTEXT,glass MATERIAL,plastic MATERIAL,narrow GEOMETRY,mouth COMPONENT,handle COMPONENT
a container from which you pour liquids such as water or milk.;container CONTEXT,pour TASK
a large container usually made of earthenware, metal, or glass, commonly having a handle, a narrow neck, and sometimes a cap or cork.;large SIZE,container CONTEXT,metal MATERIAL,glass MATERIAL,handle COMPONENT,narrow GEOMETRY,neck COMPONENT,cap COMPONENT
A large, often rounded vessel of earthenware, glass, or metal with a small mouth, a handle, and usually a stopper or cap.;large SIZE,rounded GEOMETRY,vessel CONTEXT,glass MATERIAL,metal MATERIAL,small SIZE,mouth COMPONENT,handle COMPONENT,cap COMPONENT
A cylindrical container with a handle and a lip, used for holding and pouring liquids.;cylindrical GEOMETRY,container CONTEXT,handle COMPONENT,holding TASK,pouring TASK
An object designed to open and close a lock.;open TASK,close TASK
metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated.;metal MATERIAL,inserted TASK
A key is a specially shaped piece of metal that you place in a lock and turn in order to open or lock a door, or to start or stop the engine of a vehicle.;key PIVOT,piece CONTEXT,metal MATERIAL,open TASK,lock TASK
a usually metal instrument by which the bolt of a lock is turned.;metal MATERIAL,instrument CONTEXT
a small piece of metal used for opening or locking a door or a container, or for starting the engine of a vehicle.;small SIZE,piece CONTEXT,metal MATERIAL,opening TASK,locking TASK
a small metal instrument specially cut to fit into a lock and move its bolt.;small SIZE,metal MATERIAL,instrument CONTEXT,move TASK
A notched and grooved, usually metal implement that is turned to open or close a lock.;metal MATERIAL,implement CONTEXT,open TASK,close TASK
A similar implement or an electronic device used for opening, winding, or starting something.;implement CONTEXT,opening TASK,winding TASK
A small piece of shaped metal with incisions cut to fit the wards of a particular lock, which is inserted into a lock and turned to open or close it.;small SIZE,piece CONTEXT,metal MATERIAL,inserted TASK,open TASK,close TASK
Kiwifruit (commonly shortened to kiwi in North America and continental Europe) or Chinese gooseberry is the edible berry of several species of woody vines in the genus "Actinidia".;Kiwifruit PIVOT
The most common cultivar group of kiwifruit ("Actinidia deliciosa" 'Hayward') is oval, about the size of a large hen's egg: in length and in diameter.;kiwifruit PIVOT,oval GEOMETRY
It has a thin, fuzzy, fibrous, tart but edible light brown skin and light green or golden flesh with rows of tiny, black, edible seeds.;thin GEOMETRY,fuzzy TEXTURE,fibrous TEXTURE,brown COLOR,skin COMPONENT,tiny SIZE,seeds COMPONENT
The fruit has a soft texture with a sweet and unique flavour.;fruit CONTEXT,soft HARDNESS
edible oval fruit of the kiwi plant.;oval GEOMETRY,fruit CONTEXT,kiwi PIVOT
the edible fruit of a Chinese gooseberry having a fuzzy brown skin and slightly acidic typically green flesh.;fruit CONTEXT,fuzzy TEXTURE,brown COLOR,skin COMPONENT
A knife (plural knives, from Old Norse 'knife, dirk') is a tool or weapon with a cutting edge or blade, often attached to a handle or hilt.;knife PIVOT,tool CONTEXT,cutting TASK,blade COMPONENT,handle COMPONENT,hilt COMPONENT
A utensil or a tool designed for cutting, consisting of a flat piece of hard material, usually steel or other metal (the blade), usually sharpened on one edge, attached to a handle.;utensil CONTEXT,tool CONTEXT,cutting TASK,flat GEOMETRY,hard HARDNESS,steel MATERIAL,metal MATERIAL,blade COMPONENT,handle COMPONENT
A knife is a tool for cutting or a weapon and consists of a flat piece of metal with a sharp edge on the end of a handle.;knife PIVOT,tool CONTEXT,cutting TASK,flat GEOMETRY,metal MATERIAL,handle COMPONENT
a cutting instrument consisting of a sharp blade fastened to a handle.;cutting TASK,instrument CONTEXT,blade COMPONENT,handle COMPONENT
an object with a sharp blade for cutting food.;blade COMPONENT,cutting TASK
an instrument for cutting, consisting essentially of a thin, sharp-edged, metal blade fitted with a handle.;instrument CONTEXT,cutting TASK,thin GEOMETRY,metal MATERIAL,blade COMPONENT,handle COMPONENT
A cutting instrument consisting of a sharp blade attached to a handle.;cutting TASK,instrument CONTEXT,blade COMPONENT,handle COMPONENT
An instrument composed of a blade fixed into a handle, used for cutting or as a weapon.;instrument CONTEXT,blade COMPONENT,handle COMPONENT,cutting TASK
A deep-bowled spoon with a long, usually curved, handle.;spoon PIVOT,long SIZE,curved GEOMETRY,handle COMPONENT
a spoon-shaped vessel with a long handle, frequently used to transfer liquids from one container to another;vessel CONTEXT,long SIZE,handle COMPONENT,transfer TASK
A ladle is a large, round, deep spoon with a long handle, used for serving soup, stew, or sauce.;ladle PIVOT,large SIZE,round GEOMETRY,long SIZE,handle COMPONENT
a deep-bowled long-handled spoon used especially for dipping up and conveying liquids.;long SIZE,handled COMPONENT,spoon PIVOT,conveying TASK
a large deep spoon with a long handle, used for serving liquid food such as soup;large SIZE,spoon PIVOT,long SIZE,handle COMPONENT,serving TASK
a long-handled utensil with a cup-shaped bowl for dipping or conveying liquids.;long SIZE,handled COMPONENT,utensil CONTEXT,conveying TASK
A long-handled spoon with a deep bowl for serving liquids.;long SIZE,handled COMPONENT,spoon PIVOT,serving TASK
A large long-handled spoon with a cup-shaped bowl, used for serving soup or sauce.;long SIZE,handled COMPONENT,spoon PIVOT,serving TASK
The lemon ("Citrus limon") is a species of small evergreen tree in the flowering plant family Rutaceae, native to Asia, primarily Northeast India (Assam), Northern Myanmar or China.;lemon PIVOT
A yellowish citrus fruit.;yellowish COLOR,fruit CONTEXT
yellow oval fruit with juicy acidic flesh.;yellow COLOR,oval GEOMETRY,fruit CONTEXT
A lemon is a bright yellow fruit with very sour juice.;lemon PIVOT,yellow COLOR,fruit CONTEXT
an acid fruit that is botanically a many-seeded pale yellow oblong berry produced by a small thorny citrus tree (Citrus limon) and that has a rind from which an aromatic oil is extracted.;fruit CONTEXT,yellow COLOR,oblong GEOMETRY
fruit with a hard yellow skin and sour juice.;fruit CONTEXT,hard HARDNESS,yellow COLOR,skin COMPONENT
the yellowish, acid fruit of a subtropical citrus tree, Citrus limon.;yellowish COLOR,fruit CONTEXT
A spiny evergreen tree (Citrus limon) native to Asia, widely cultivated for its oval yellow fruit.;spiny TEXTURE,oval GEOMETRY,yellow COLOR,fruit CONTEXT
A pale yellow oval citrus fruit with thick skin and fragrant, acidic juice.;yellow COLOR,oval GEOMETRY,fruit CONTEXT,thick GEOMETRY,skin COMPONENT
A lollipop is a type of sugar candy usually consisting of hard candy mounted on a stick and intended for sucking or licking.;lollipop PIVOT,hard HARDNESS,candy CONTEXT,stick COMPONENT,sucking TASK,licking TASK
Lollipops are available in many flavors and shapes.;Lollipops PIVOT
A lollipop is a sweet consisting of a hard disc or ball of a sugary substance on the end of a stick.;lollipop PIVOT,hard HARDNESS,disc GEOMETRY,stick COMPONENT
a piece of hard candy on the end of a stick.;piece CONTEXT,hard HARDNESS,candy CONTEXT,stick COMPONENT
a hard sweet on the end of a stick.;hard HARDNESS,sweet CONTEXT,stick COMPONENT
a piece of hard candy attached to the end of a small stick that is held in the hand while the candy is licked.;piece CONTEXT,hard HARDNESS,candy CONTEXT,small SIZE,stick COMPONENT,held TASK,licked TASK
A confection consisting of a piece of hard candy attached to the end of a small stick.;piece CONTEXT,hard HARDNESS,candy CONTEXT,small SIZE,stick COMPONENT
A large, flat, rounded boiled sweet on the end of a stick.;large SIZE,flat GEOMETRY,rounded GEOMETRY,sweet CONTEXT,stick COMPONENT
Marble is a metamorphic rock composed of recrystallized carbonate minerals, most commonly calcite or dolomite.;Marble PIVOT,rock MATERIAL
a hard crystalline metamorphic rock that takes a high polish, used for sculpture and as building material.;hard HARDNESS,rock MATERIAL
Marble is a type of very hard rock which feels cold when you touch it and which shines when it is cut and polished.;Marble PIVOT,hard HARDNESS,rock MATERIAL
a hard smooth stone used for building and making statues.;hard HARDNESS,smooth TEXTURE,stone MATERIAL
A marker pen, fine liner, marking pen, felt-tip pen, flow marker, sign pen (in South Korea), vivid (in New Zealand), texta (in Australia), sketch pen (in South Asia) or koki (in South Africa), is a pen which has its own ink source and a tip made of porous, pressed fibers such as felt.;marker CONTEXT,pen PIVOT,marking TASK,sign TASK,sketch TASK,tip COMPONENT,felt MATERIAL
A pen, often with a thick tip made of felt.;pen PIVOT,thick GEOMETRY,tip COMPONENT,felt MATERIAL
a pen with a thick tip made of felt.;pen PIVOT,thick GEOMETRY,tip COMPONENT,felt MATERIAL
A mobile phone, cellular phone, cell phone, cellphone, handphone, or hand phone, sometimes shortened to simply mobile, cell or just phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area.;mobile CONTEXT,phone PIVOT
A mobile phone is a phone that you can carry with you and use to make or receive calls wherever you are.;mobile CONTEXT,phone PIVOT,carry TASK
a small phone that you can carry around with you.;small SIZE,phone PIVOT,carry TASK
A mousepad is a surface for placing and moving a computer mouse.;mousepad PIVOT,surface CONTEXT
a small portable pad that provides traction for the ball of a computer mouse.;small SIZE,pad PIVOT
a thin flat pad (as of rubber) on which a computer mouse is used.;thin GEOMETRY,flat GEOMETRY,pad PIVOT,rubber MATERIAL
a small, typically foam rubber sheet used to provide a stable surface on which a mouse can be moved.;small SIZE,rubber MATERIAL,sheet PIVOT,surface CONTEXT
A flat pad, as of specially coated foam rubber, designed to provide an optimum surface on which to use a mouse.;flat GEOMETRY,pad CONTEXT,rubber MATERIAL,surface CONTEXT
A piece of rigid or slightly resilient material on which a computer mouse is moved.;piece CONTEXT,rigid HARDNESS
A mug is a type of cup typically used for drinking hot drinks, such as coffee, hot chocolate, or tea.;mug PIVOT,cup CONTEXT,drinking TASK
Mugs usually have handles and hold a larger amount of fluid than other types of cup.;Mugs PIVOT,handles COMPONENT,hold TASK
A large cup for hot liquids, usually having a handle and used without a saucer.;large SIZE,cup CONTEXT,handle COMPONENT
A mug is a large deep cup with straight sides and a handle, used for hot drinks.;mug PIVOT,large SIZE,cup CONTEXT,straight GEOMETRY,sides COMPONENT,handle COMPONENT
a cylindrical drinking cup.;cylindrical GEOMETRY,drinking TASK,cup PIVOT
a cup with straight sides and no saucer, used mainly for hot drinks.;cup PIVOT,straight GEOMETRY,sides COMPONENT
a drinking cup, usually cylindrical in shape, having a handle, and often of a heavy substance, as earthenware.;drinking TASK,cup PIVOT,cylindrical GEOMETRY,handle COMPONENT,heavy WEIGHT
A heavy cylindrical drinking cup usually having a handle.;heavy WEIGHT,cylindrical GEOMETRY,drinking TASK,cup PIVOT,handle COMPONENT
A large cup, typically cylindrical with a handle and used without a saucer.;large SIZE,cup PIVOT,cylindrical GEOMETRY,handle COMPONENT
A newspaper is a periodical publication containing written information about current events and is often typed in black ink with a white or gray background.;newspaper PIVOT,black COLOR,white COLOR,gray COLOR
A newspaper is a publication consisting of a number of large sheets of folded paper, on which news, advertisements, and other information is printed.;newspaper PIVOT,large SIZE,sheets CONTEXT,paper MATERIAL
a set of large printed sheets of folded paper containing news, articles, and other information, usually published every day.;large SIZE,sheets CONTEXT,paper MATERIAL
A notepad is a pad of paper that you use for writing notes or letters on.;notepad PIVOT,pad CONTEXT,paper MATERIAL
several sheets of paper joined together along one edge, used for writing notes;sheets CONTEXT,paper MATERIAL
a pad of blank pages for writing notes.;pad CONTEXT,pages COMPONENT
A pad or tablet of usually lined paper.;pad CONTEXT,paper MATERIAL
A pad of blank or ruled pages for writing notes on.;pad CONTEXT,pages COMPONENT
The onion ("Allium cepa" L., from Latin "cepa" "onion"), also known as the bulb onion or common onion, is a vegetable that is the most widely cultivated species of the genus "Allium".;onion PIVOT,vegetable CONTEXT
An onion is a round vegetable with a brown skin that grows underground.;onion PIVOT,round GEOMETRY,vegetable CONTEXT,brown COLOR,skin COMPONENT
a round vegetable with thin dry skin and many layers inside that tastes and smells very strong.;round GEOMETRY,vegetable CONTEXT,thin GEOMETRY,skin COMPONENT
The rounded edible bulb of this plant, composed of fleshy, tight, concentric leaf bases having a pungent odor and taste.;rounded GEOMETRY
A paintbrush is a brush used to apply paint or sometimes ink.;paintbrush PIVOT,brush CONTEXT,apply TASK
A paintbrush is usually made by clamping the bristles to a handle with a ferrule.;paintbrush PIVOT,clamping TASK,bristles COMPONENT,handle COMPONENT
A thin brush for applying paint.;thin GEOMETRY,brush PIVOT,applying TASK
A paintbrush is a brush which you use for painting.;paintbrush PIVOT,brush CONTEXT,painting TASK
a brush for applying paint.;brush PIVOT,applying TASK
a brush used for putting paint on a surface or for making a picture with paints.;brush PIVOT,putting TASK
a brush for applying paint, as one used in painting houses or one used in painting pictures.;brush PIVOT,applying TASK
A brush for applying paint.;brush PIVOT,applying TASK
cooking utensil consisting of a wide metal vessel;cooking TASK,utensil CONTEXT,metal MATERIAL,vessel CONTEXT
A pan is a round metal container with a long handle, which is used for cooking things in, usually on top of a cooker or stove.;pan PIVOT,round GEOMETRY,metal MATERIAL,container CONTEXT,long SIZE,handle COMPONENT,cooking TASK
a usually broad, shallow, and open container for domestic use (as for cooking).;broad GEOMETRY,container CONTEXT,cooking TASK
a round metal container used for cooking, with a handle and usually a lid.;round GEOMETRY,metal MATERIAL,cooking TASK,handle COMPONENT,lid COMPONENT
a broad, shallow container of metal, usually having sides flaring outward toward the top, used in various forms for frying, baking, washing, etc.;broad GEOMETRY,container CONTEXT,metal MATERIAL
A shallow, wide, open container, usually of metal and without a lid, used for holding liquids, cooking, and other domestic purposes.;wide GEOMETRY,container CONTEXT,metal MATERIAL,holding TASK,cooking TASK
A metal container used for cooking food in.;metal MATERIAL,container CONTEXT,cooking TASK
The peach ("Prunus persica") is a deciduous tree native to the region of Northwest China between the Tarim Basin and the north slopes of the Kunlun Mountains, where it was first domesticated and cultivated;peach PIVOT
A peach is a soft, round, slightly furry fruit with sweet yellow flesh and pinky-orange skin.;peach PIVOT,soft HARDNESS,round GEOMETRY,fruit CONTEXT,pinky COLOR,orange COLOR,skin COMPONENT
a fruit with a furry yellowish-pink skin that is yellow inside and has a large hard seed.;fruit CONTEXT,yellowish COLOR,pink COLOR,yellow COLOR,large SIZE,hard HARDNESS,fruit CONTEXT
A round stone fruit with juicy yellow flesh and downy pinkish-yellow skin.;round GEOMETRY,fruit CONTEXT,pinkish COLOR,yellow COLOR,skin COMPONENT
Pears are fruits produced and consumed around the world, growing on a tree and harvested in the Northern Hemisphere in late summer into October.;Pears PIVOT,fruits CONTEXT
An edible fruit produced by the pear tree, similar to an apple but elongated towards the stem.;fruit CONTEXT,elongated GEOMETRY,stem COMPONENT
sweet juicy gritty-textured fruit available in many varieties.;gritty TEXTURE,fruit CONTEXT
A pear is a sweet, juicy fruit which is narrow near its stalk, and wider and rounded at the bottom.;pear PIVOT,fruit CONTEXT,narrow GEOMETRY,stalk COMPONENT,wider GEOMETRY,rounded GEOMETRY,bottom COMPONENT
Pears have white flesh and thin green or yellow skin.;Pears PIVOT,thin GEOMETRY,green COLOR,yellow COLOR,skin COMPONENT
a pome fruit of a tree (genus Pyrus, especially P. communis) of the rose family that typically has a pale green or brownish skin, a firm juicy flesh, and an oblong shape in which a broad base end tapers upward to a narrow stem end.;fruit CONTEXT,green COLOR,brownish COLOR,skin COMPONENT,oblong GEOMETRY,narrow GEOMETRY,stem COMPONENT
a fruit that is smaller towards the stem end, is white inside, and has yellow, green, or brown skin.;fruit CONTEXT,stem COMPONENT,yellow COLOR,green COLOR,brown COLOR
the edible fruit, typically rounded but elongated and growing smaller toward the stem, of a tree, Pyrus communis, of the rose family.;fruit CONTEXT,rounded GEOMETRY,elongated GEOMETRY,stem COMPONENT
A yellowish- or brownish-green edible fruit that is typically narrow at the stalk and wider towards the base, with sweet, slightly gritty flesh.;yellowish COLOR,brownish COLOR,fruit CONTEXT,narrow GEOMETRY,stalk COMPONENT,wider GEOMETRY,base COMPONENT
A pencil is a writing or drawing implement with a solid pigment core encased in a sleeve, barrel, or shaft that prevents breaking the core or marking a user's hand.;pencil PIVOT,writing TASK,drawing TASK,implement CONTEXT
a thin cylindrical pointed writing implement, a rod of marking substance encased in wood.;thin GEOMETRY,cylindrical GEOMETRY,writing TASK,implement CONTEXT,wood MATERIAL
A pencil is an object that you write or draw with.;pencil PIVOT,write TASK,draw TASK
If you write or draw something in pencil, you do it using a pencil.;write TASK,draw TASK,pencil PIVOT
a long thin object, usually made of wood, that you use for writing or drawing by pressing the black or coloured part in its centre against paper or some other surface.;long SIZE,thin GEOMETRY,wood MATERIAL,writing TASK,drawing TASK
A narrow, generally cylindrical implement for writing, drawing, or marking, consisting of a thin rod of graphite, colored wax, or similar substance encased in wood or held in a mechanical holder.;narrow GEOMETRY,cylindrical GEOMETRY,implement CONTEXT,writing TASK,drawing TASK,marking TASK,thin GEOMETRY,wood MATERIAL
An instrument for writing or drawing, consisting of a thin stick of graphite or a similar substance enclosed in a long thin piece of wood or fixed in a cylindrical case.;writing TASK,drawing TASK,thin GEOMETRY,stick CONTEXT,long SIZE,wood MATERIAL,cylindrical GEOMETRY
A small, usually round or cylindrical object designed for easy swallowing, usually containing some sort of medication.;small SIZE,round GEOMETRY,cylindrical GEOMETRY
Pills are small solid round masses of medicine or vitamins that you swallow without chewing.;Pills PIVOT,small SIZE,solid HARDNESS,round GEOMETRY
a usually medicinal or dietary preparation in a small rounded mass to be swallowed whole.;small SIZE,rounded GEOMETRY
a small piece of solid medicine that you swallow with water.;small SIZE,piece CONTEXT,solid HARDNESS
a small globular or rounded mass of medicinal substance, usually covered with a hard coating, that is to be swallowed whole.;small SIZE,globular GEOMETRY,rounded GEOMETRY,hard HARDNESS
A small pellet or tablet of medicine, often coated, taken by swallowing whole or by chewing.;small SIZE,pellet PIVOT
A small round mass of solid medicine for swallowing whole.;small SIZE,round GEOMETRY,solid HARDNESS
Pliers are a hand tool used to hold objects firmly, possibly developed from tongs used to handle hot metal in Bronze Age Europe.;Pliers PIVOT,tool CONTEXT,hold TASK,handle COMPONENT
Generally, pliers consist of a pair of metal first-class levers joined at a fulcrum positioned closer to one end of the levers, creating short "jaws" on one side of the fulcrum, and longer "handles" on the other side.;pliers PIVOT,metal MATERIAL,levers COMPONENT,jaws COMPONENT,handles COMPONENT
A pincer-like gripping tool that multiplies the strength of the user's hand, often used for bending things.;tool CONTEXT,bending TASK
Pliers are a tool with two handles at one end and two hard, flat, metal parts at the other.;Pliers PIVOT,tool CONTEXT,handles COMPONENT,hard HARDNESS,flat GEOMETRY,metal MATERIAL,parts COMPONENT
Pliers are used for holding or pulling out things such as nails, or for bending or cutting wire.;Pliers PIVOT,holding TASK,pulling TASK,bending TASK,cutting TASK
a small pincers for holding small objects or for bending and cutting wire.;small SIZE,holding TASK,bending TASK,cutting TASK
a metal tool that looks like a strong pair of scissors, used for holding small objects or for bending or cutting wire;metal MATERIAL,tool CONTEXT,holding TASK,bending TASK,cutting TASK
a gripping tool consisting of two hinged arms with usually serrated jaws that close on the workpiece.;gripping TASK,tool CONTEXT,jaws COMPONENT
Pincers with parallel, flat, and typically serrated surfaces, used chiefly for gripping small objects or bending wire.;Pincers PIVOT,flat GEOMETRY,surfaces COMPONENT,gripping TASK,bending TASK
A slightly curved but almost flat dish from which food is served or eaten.;curved GEOMETRY,flat GEOMETRY,dish CONTEXT
A plate is a round or oval flat dish that is used to hold food.;plate PIVOT,round GEOMETRY,oval GEOMETRY,flat GEOMETRY,dish CONTEXT,hold TASK
a smooth flat thin piece of material.;smooth TEXTURE,flat GEOMETRY,thin GEOMETRY,piece CONTEXT
a flat round dish that you put food on.;flat GEOMETRY,round GEOMETRY,dish PIVOT,put TASK
a shallow, usually circular dish, often of earthenware or porcelain, from which food is eaten.;circular GEOMETRY,dish PIVOT,porcelain MATERIAL
A smooth, flat, relatively thin, rigid body of uniform thickness.;smooth TEXTURE,flat GEOMETRY,thin GEOMETRY,rigid HARDNESS
A flat dish, typically circular and made of china, from which food is eaten or served.;flat GEOMETRY,dish PIVOT,circular GEOMETRY,china MATERIAL
A playing card is a piece of specially prepared card stock, heavy paper, thin cardboard, plastic-coated paper, cotton-paper blend, or thin plastic that is marked with distinguishing motifs.;playing CONTEXT,card PIVOT,piece CONTEXT,heavy WEIGHT,paper MATERIAL,thin GEOMETRY,cardboard MATERIAL,plastic MATERIAL
Playing cards are thin pieces of cardboard with numbers or pictures printed on them, which are used to play various games.;Playing CONTEXT,cards PIVOT,thin GEOMETRY,cardboard MATERIAL,play TASK
one of a set of 24 to 78 thin rectangular pieces of cardboard or plastic marked on one side to show its rank and suit and used in playing any of numerous games.;thin GEOMETRY,rectangular GEOMETRY,cardboard MATERIAL,plastic MATERIAL,playing TASK
a card used for playing card games.;card PIVOT,playing TASK
one of the conventional set of 52 cards in four suits, as diamonds, hearts, spades, and clubs, used in playing various games of chance and skill.;playing TASK
Each of a set of rectangular pieces of card having a sequence of numbers and symbols on one side, used to play various games, some involving gambling.;rectangular GEOMETRY,card PIVOT,play TASK
The potato is a starchy tuber of the plant Solanum tuberosum and is a root vegetable native to the Americas, with the plant itself being a perennial in the nightshade family Solanaceae.;potato PIVOT,vegetable CONTEXT
Potatoes are quite round vegetables with brown or red skins and white insides.;Potatoes PIVOT,round GEOMETRY,vegetables CONTEXT,brown COLOR,red COLOR,skins COMPONENT
a very common hard round vegetable that has a brown, red, or yellow skin and is white or yellow inside.;hard HARDNESS,round GEOMETRY,vegetable CONTEXT,brown COLOR,red COLOR,yellow COLOR,skin COMPONENT
A potato chip (often just chip, or crisp in British and Irish English) is a thin slice of potato that has been either deep fried or baked until crunchy.;potato CONTEXT,chip PIVOT,thin GEOMETRY,slice CONTEXT,crunchy TEXTURE
One of a batch of pieces of potato cut into elongated cubes and fried, a chip or chipped potato, usually larger than American french fries.;elongated GEOMETRY,potato CONTEXT,chip PIVOT
Potato chips are very thin slices of potato that have been fried until they are hard, dry, and crisp, and are eaten cold as a snack.;Potato CONTEXT,chips PIVOT,thin GEOMETRY,slice CONTEXT,hard HARDNESS
a thin slice of white potato that has been cooked until crisp and then usually salted.;thin GEOMETRY,slice CONTEXT
a thin slice of potato fried until crisp and usually salted.;thin GEOMETRY,slice CONTEXT
A thin slice of potato fried in deep fat until crisp and then usually seasoned: ate potato chips while we watched the movie.;thin GEOMETRY,slice CONTEXT,potato CONTEXT,chips PIVOT
A quill is a writing tool made from a moulted flight feather (preferably a primary wing-feather) of a large bird.;quill PIVOT,feather CONTEXT,writing TASK,tool CONTEXT
Quills were used for writing with ink before the invention of the dip pen, the metal-nibbed pen, the fountain pen, and, eventually, the ballpoint pen.;Quills PIVOT,writing TASK
A quill is a pen made from a bird's feather.;quill PIVOT,pen CONTEXT,feather COMPONENT
In electronics, a remote control or clicker is an electronic device used to operate another device from a distance, usually wirelessly.;remote PIVOT,control CONTEXT,operate TASK
In consumer electronics, a remote control can be used to operate devices such as a television set, DVD player or other home appliance.;remote PIVOT,control CONTEXT,operate TASK
A remote control can allow operation of devices that are out of convenient reach for direct operation of controls.;remote PIVOT,control CONTEXT
In some cases, remote controls allow a person to operate a device that they otherwise would not be able to reach, as when a garage door opener is triggered from outside.;remote PIVOT,controls CONTEXT,operate TASK
Remote control is a system of controlling a machine or a vehicle from a distance by using radio or electronic signals.;Remote PIVOT,control CONTEXT
The Rubik's Cube is a 3-D combination puzzle invented in 1974 by Hungarian sculptor and professor of architecture Erno Rubik.;Rubik CONTEXT,Cube PIVOT
a puzzle consisting of a cube with colored faces made of 26 smaller colored blocks attached to a spindle in the center, the object being to rotate the blocks until each face of the cube is a single color.;cube GEOMETRY
a puzzle in the form of a box with nine different coloured squares on each side.;box CONTEXT
A puzzle in the form of a plastic cube covered with multicoloured squares, which the player attempts to twist and turn so that all the squares on each face are of the same colour.;plastic MATERIAL,cube GEOMETRY
