text;label
A tendril-bearing, climbing or sprawling annual plant (Cucumis sativus) widely cultivated for its edible cylindrical fruit that has a green rind and crisp white flesh.;cylindrical GEOMETRY,green COLOR,fruit CONTEXT
A long, green-skinned fruit with watery flesh, usually eaten raw in salads or pickled.;long SIZE,green COLOR,fruit CONTEXT,eaten TASK
A cup is an open-top container used to hold liquids for pouring or drinking.;cup PIVOT,container CONTEXT,hold TASK,pouring TASK,drinking TASK
while mainly used for drinking, it also can be used to store solids for pouring;drinking TASK,pouring TASK
Cups may be made of glass, metal, china, clay, wood, stone, polystyrene, plastic, aluminium or other materials, and are usually fixed with a stem, handles, or other adornments.;Cups PIVOT,glass MATERIAL,metal MATERIAL,china MATERIAL,clay MATERIAL,wood MATERIAL,stone MATERIAL,polystyrene MATERIAL,plastic MATERIAL,aluminium MATERIAL,stem COMPONENT,handles COMPONENT
Cups are used for quenching thirst across a wide range of cultures and social classes, and different styles of cups may be used for different liquids or in different situations.;Cups PIVOT,used TASK
A concave vessel for drinking from, usually made of opaque material (as opposed to a glass) and with a handle.;concave GEOMETRY,vessel CONTEXT,handle COMPONENT
a small open container usually used for drinking, usually has a handle;small SIZE,container CONTEXT,drinking TASK,handle COMPONENT
A cup is a small round container that you drink from.;cup PIVOT,small SIZE,round GEOMETRY,container CONTEXT,drink TASK
Cups usually have handles and are made from china or plastic.;Cups PIVOT,china MATERIAL,plastic MATERIAL,handles COMPONENT
an open usually bowl-shaped drinking vessel;drinking TASK,vessel CONTEXT
a small round container for a drink, usually with a handle;small SIZE,round GEOMETRY,container CONTEXT,handle COMPONENT
a small, open container made of china, glass, metal, etc., usually having a handle and used chiefly as a receptable from which to drink tea, soup, etc.;small SIZE,container CONTEXT,china MATERIAL,glass MATERIAL,metal MATERIAL,handle COMPONENT,drink TASK
A small open container, usually with a flat bottom and a handle, used for drinking.;small SIZE,container CONTEXT,flat GEOMETRY,handle COMPONENT,drinking TASK
A small bowl-shaped container for drinking from, typically having a handle.;small SIZE,container CONTEXT,handle COMPONENT
Dice (singular die or dice) are small, throwable objects with marked sides that can rest in multiple positions.;Dice PIVOT,small SIZE,throwable TASK
a small cube with 1 to 6 spots on the six faces, used in gambling to generate random numbers;small SIZE,cube GEOMETRY
A dice is a small cube which has between one and six spots or numbers on its sides, and which is used in games to provide random numbers.;dice PIVOT,small SIZE,cube GEOMETRY
a small block of wood or plastic with six sides marked with spots, that you roll or throw to play a game;small SIZE,block GEOMETRY,wood MATERIAL,plastic MATERIAL,roll TASK,throw TASK
small cubes of plastic, ivory, bone, or wood, marked on each side with one to six spots, usually used in pairs in games of chance or in gambling.;small SIZE,cubes GEOMETRY,plastic MATERIAL,ivory MATERIAL,bone MATERIAL,wood MATERIAL
A small cube with each side having a different number of spots on it, ranging from one to six, thrown and used in gambling and other games involving chance.;small SIZE,cube GEOMETRY,thrown TASK
a small ring-shaped friedcake;small SIZE,ring GEOMETRY,friedcake PIVOT
a small usually ring-shaped piece of sweet fried dough;small SIZE,ring GEOMETRY,piece CONTEXT,dough PIVOT
A small fried cake of sweetened dough, typically in the shape of a ball or ring.;small SIZE,cake PIVOT,ball GEOMETRY,ring GEOMETRY
An earring is a piece of jewelry attached to the ear via a piercing in the earlobe or another external part of the ear (except in the case of clip earrings, which clip onto the lobe).;earring PIVOT,piece CONTEXT,jewelry CONTEXT,attached TASK,clip TASK
Earrings have been worn by people in different civilizations and historic periods, often with cultural significance.;Earrings PIVOT,worn TASK
A piece of jewelry worn on the ear.;piece CONTEXT,jewelry CONTEXT,worn TASK
jewelry to ornament the ear, usually clipped to the earlobe or fastened through a hole in the lobe.;jewelry CONTEXT,clipped TASK,fastened TASK
Earrings are pieces of jewellery which you attach to your ears.;Earrings PIVOT,pieces CONTEXT,jewellery CONTEXT,attach TASK
a piece of jewellery that you wear on your ear;piece CONTEXT,jewellery CONTEXT,wear TASK
An egg is the organic vessel containing the zygote in which an embryo develops until it can survive on its own, at which point the animal hatches.;egg PIVOT,vessel CONTEXT
An egg results from fertilization of an egg cell.;egg PIVOT
An approximately spherical or ellipsoidal body produced by birds, reptiles, insects and other animals, housing the embryo during its development.;spherical GEOMETRY,ellipsoidal GEOMETRY
An egg is an oval object that is produced by a female bird and which contains a baby bird.;egg PIVOT,oval GEOMETRY
the hard-shelled reproductive body produced by a bird and especially by the common domestic chicken.;hard HARDNESS
the round object with a shell that a female bird produces and a baby bird develops in.;round GEOMETRY,shell COMPONENT
the roundish reproductive body produced by the female of certain animals, as birds and most reptiles, consisting of an ovum and its envelope of albumen, jelly, membranes, egg case, or shell, according to species.;roundish GEOMETRY
The round or oval female reproductive body of various animals, including birds, reptiles, amphibians, fishes, and insects, consisting usually of an embryo surrounded by nutrient material and a protective covering.;round GEOMETRY,oval GEOMETRY
The oval, thin-shelled reproductive body of a bird, especially that of a hen, used as food.;oval GEOMETRY,thin GEOMETRY,shelled COMPONENT
An oval or round object laid by a female bird, reptile, fish, or invertebrate, usually containing a developing embryo.;oval GEOMETRY,round GEOMETRY
An envelope is a common packaging item, usually made of thin, flat material.;envelope PIVOT,thin GEOMETRY,flat GEOMETRY
It is designed to contain a flat object, such as a letter or card.;flat GEOMETRY
A paper or cardboard wrapper used to enclose small, flat items, especially letters, for mailing.;paper MATERIAL,cardboard MATERIAL,small SIZE,flat GEOMETRY
a flat (usually rectangular) container for a letter, thin package, etc.;flat GEOMETRY,rectangular GEOMETRY,container CONTEXT,thin GEOMETRY
An envelope is the rectangular paper cover in which you send a letter to someone through the post.;envelope PIVOT,rectangular GEOMETRY,paper MATERIAL
a flat usually paper container (as for a letter).;flat GEOMETRY,paper MATERIAL,container CONTEXT
a flat paper case for a letter or document, with a part that you stick down to close it before you write an address on it and send it through the post.;flat GEOMETRY,paper MATERIAL,case CONTEXT,write TASK
a flat paper container, as for a letter or thin package, usually having a gummed flap or other means of closure.;flat GEOMETRY,paper MATERIAL,container CONTEXT,thin GEOMETRY
A flat paper container, especially for a letter, usually having a gummed flap.;flat GEOMETRY,paper MATERIAL,container CONTEXT
A flat paper container with a sealable flap, used to enclose a letter or document.;flat GEOMETRY,paper MATERIAL,container CONTEXT
A flashlight, (US) or torch (UK, Australia) is a portable hand-held electric light.;flashlight PIVOT,torch CONTEXT
a small portable battery-powered electric lamp;small SIZE,lamp PIVOT
A flashlight is a small electric light which gets its power from batteries and which you can carry in your hand.;flashlight PIVOT,small SIZE,carry TASK
a small battery-operated portable electric light.;small SIZE
a small, portable electric lamp powered by dry batteries, LEDs, or a tiny generator.;small SIZE,lamp PIVOT
A small portable lamp usually powered by batteries.;small SIZE,lamp PIVOT
A narrow-necked vessel of metal or glass, used for various purposes, as of sheet metal, to carry gunpowder in, or of wrought iron, to contain quicksilver, or of glass, to heat water in, etc.;narrow GEOMETRY,necked COMPONENT,vessel CONTEXT,metal MATERIAL,glass MATERIAL
bottle that has a narrow neck;bottle PIVOT,narrow GEOMETRY,neck COMPONENT
A flask is a bottle which you use for carrying drinks around with you.;flask PIVOT,bottle CONTEXT,carrying TASK
a bottle, usually of glass, having a rounded body and a narrow neck, used especially in laboratory experimentation.;bottle PIVOT,glass MATERIAL,rounded GEOMETRY,narrow GEOMETRY,neck COMPONENT
A small container, such as a bottle, having a narrow neck and usually a cap, especially: A flat, relatively thin container for liquor.;small SIZE,container CONTEXT,narrow GEOMETRY,neck COMPONENT,cap COMPONENT,flat GEOMETRY,thin GEOMETRY
A container or case for carrying gunpowder or shot.;container CONTEXT,carrying TASK
A vial or round long-necked vessel for laboratory use.;round GEOMETRY,long SIZE,necked COMPONENT,vessel CONTEXT
In cutlery or kitchenware, a fork (from 'pitchfork') is a utensil, now usually made of metal, whose long handle terminates in a head that branches into several narrow and often slightly curved tines with which one can spear foods either to hold them to cut with a knife or to lift them to the mouth.;fork PIVOT,utensil CONTEXT,metal MATERIAL,long SIZE,handle COMPONENT,head COMPONENT,narrow GEOMETRY,curved GEOMETRY,hold TASK,cut TASK,lift TASK
A pronged tool having a long straight handle, used for digging, lifting, throwing etc.;tool CONTEXT,long SIZE,straight GEOMETRY,handle COMPONENT,digging TASK,lifting TASK,throwing TASK
cutlery used for serving and eating food.;eating TASK
A fork is a tool used for eating food which has a row of three or four long metal points at the end.;fork PIVOT,tool CONTEXT,eating TASK,metal TASK
an implement with two or more prongs used especially for taking up (as in eating), pitching, or digging.;implement CONTEXT,eating TASK,pitching TASK,digging TASK
a metal or plastic object used for eating, consisting of a handle with three or four sharp points on the end.;metal MATERIAL,plastic MATERIAL,eating TASK,handle COMPONENT
an instrument having two or more prongs or tines, for holding, lifting, etc., as an implement for handling food or any of various agricultural tools.;instrument CONTEXT,holding TASK,lifting TASK,implement CONTEXT
A utensil with two or more prongs, used for eating or serving food.;utensil CONTEXT,eating TASK
An implement with two or more prongs used for lifting food to the mouth or holding it when cutting.;implement CONTEXT,lifting TASK,holding TASK,cutting TASK
A fountain pen is a writing instrument which uses a metal nib to apply a water-based ink to paper.;fountain CONTEXT,pen PIVOT,writing TASK,instrument CONTEXT,metal MATERIAL,nib COMPONENT
A pen containing a reservoir of ink, which is fed to a writing nib automatically.;pen PIVOT,writing TASK,nib COMPONENT
A fountain pen is a pen which uses ink that you have drawn up inside it from a bottle.;fountain CONTEXT,pen PIVOT,drawn TASK
a pen containing an ink reservoir that automatically feeds a metal writing point.;pen PIVOT,metal MATERIAL,writing TASK
a pen that has a container inside that you fill with ink in order to write with it;pen PIVOT,write TASK
A flying disc (also called a Frisbee or simply a disc) is a gliding toy or sporting item that is generally made of injection-molded plastic and roughly in diameter with a pronounced lip.;disc CONTEXT,Frisbee PIVOT,plastic MATERIAL
It is used recreationally and competitively for throwing and catching, as in flying disc games.;throwing TASK,disc CONTEXT
Spinning the disc imparts a stabilizing gyroscopic force, allowing it to be both aimed with accuracy and thrown for distance.;thrown TASK
A disk-shaped gliding toy.;disk CONTEXT,toy CONTEXT
a light, plastic disk about 10 inches in diameter, propelled with a flip of the wrist for recreation or competition.;light WEIGHT,plastic MATERIAL,disk CONTEXT
A Frisbee is a light plastic disc that one person throws to another as a game.;Frisbee PIVOT,light WEIGHT,plastic MATERIAL,disc CONTEXT,throws TASK
used for a plastic disk for tossing between players;plastic MATERIAL,disk CONTEXT,tossing TASK
a round piece of plastic that you throw to another person in a game played outside.;round GEOMETRY,piece CONTEXT,plastic MATERIAL,throw TASK
a brand of plastic concave disk, used for various catching games by sailing it between two or more players and thrown by making it spin as it is released with a flick of the wrist.;plastic MATERIAL,concave GEOMETRY,disk CONTEXT,thrown TASK
A trademark for a plastic disk-shaped toy that players throw and catch.;plastic MATERIAL,disk CONTEXT,throw TASK
Trademark A concave plastic disc designed for skimming through the air as an outdoor game or amusement.;concave GEOMETRY,plastic MATERIAL,disc CONTEXT
A gel pen uses ink in which pigment is suspended in a water-based gel.;gel CONTEXT,pen PIVOT
Gel pens can be used for many types of writing and illustration.;Gel CONTEXT,pens PIVOT,writing TASK
a smooth-writing pen that uses a pigmented, gel-based ink.;writing TASK,pen PIVOT
Glasses, also known as eyeglasses or spectacles, are vision eyewear, consisting of glass or hard plastic lenses mounted in a frame that holds them in front of a person's eyes, typically utilizing a bridge over the nose and hinged arms (known as temples or temple pieces) which rest over the ears.;Glasses PIVOT,eyeglasses CONTEXT,spectacles CONTEXT,glass MATERIAL,hard HARDNESS,plastic MATERIAL,lenses COMPONENT,holds TASK
an object that you wear in front of your eyes to help you see better. You usually get your glasses from an optician.;wear TASK,glasses PIVOT
Glue sticks are solid and hard adhesives in twist or push-up tubes.;Glue CONTEXT,sticks PIVOT,solid HARDNESS,hard HARDNESS,tubes CONTEXT
Users can apply glue by holding the open tube to keep their fingers clean and rubbing the exposed stick against a surface.;apply TASK,open TASK,tube CONTEXT,rubbing TASK,stick CONTEXT
A solid adhesive in a twist- or push-up tube, most commonly seen in schools and offices.;solid HARDNESS,tube CONTEXT
A product in the form of a tube that contains a solid stick of adhesive.;solid HARDNESS,tube CONTEXT,stick CONTEXT
A golf ball is a special ball designed to be used in the game of golf.;golf CONTEXT,ball PIVOT
A small, usually white ball that is designed for use in the game of golf.;small SIZE,white COLOR,ball PIVOT
A golf ball is a small, hard white ball which people use when they are playing golf.;golf CONTEXT,ball PIVOT,small SIZE,hard HARDNESS,white COLOR
a small hard dimpled ball used in golf.;small SIZE,hard HARDNESS,dimpled TEXTURE,ball PIVOT
a small white ball used for playing golf.;small SIZE,white COLOR,ball PIVOT
A small hard ball used in the game of golf, typically made of dimpled white latex.;small SIZE,hard HARDNESS,ball PIVOT,dimpled TEXTURE,white COLOR,latex MATERIAL
A hairbrush is a handle brush with rigid or soft spokes used in hair care for smoothing, styling, and detangling human hair, or for grooming an animal's fur.;hairbrush PIVOT,handle COMPONENT,brush CONTEXT,rigid HARDNESS,soft HARDNESS,spokes COMPONENT,smoothing TASK,styling TASK,detangling TASK,hair CONTEXT
A flat brush is normally used for detangling hair, for example after sleep or showering.;flat GEOMETRY,brush PIVOT,detangling TASK
A round brush can be used for styling and curling hair, especially by a professional stylist, often with a hair dryer.;round GEOMETRY,brush PIVOT,styling TASK,curling TASK
A paddle brush is used to straighten hair and tame fly-aways.;brush PIVOT,straighten TASK,hair CONTEXT
A brush used in hair care for brushing, tidying, and detangling hair.;brush PIVOT,brushing TASK,tidying TASK,detangling TASK
a brush used to groom a person's hair.;brush PIVOT,groom TASK
A hairbrush is a brush that you use to brush your hair.;hairbrush PIVOT,brush CONTEXT
A hammer is a tool, most often a hand tool, consisting of a weighted "head" fixed to a long handle that is swung to deliver an impact to a small area of an object.;hammer PIVOT,tool CONTEXT,head COMPONENT,long SIZE,handle COMPONENT,swung TASK
Hammers are used for a wide range of driving, shaping, breaking and non-destructive striking applications.;Hammers PIVOT,driving TASK,shaping TASK,breaking TASK,striking TASK
A tool with a heavy head and a handle used for pounding.;tool CONTEXT,heavy WEIGHT,head COMPONENT,handle COMPONENT,pounding TASK
A hammer is a tool that consists of a heavy piece of metal at the end of a handle.;hammer PIVOT,tool CONTEXT,heavy WEIGHT,metal MATERIAL,handle COMPONENT
It is used, for example, to hit nails into a piece of wood or a wall, or to break things into pieces.;hit TASK,break TASK
a hand tool consisting of a solid head set crosswise on a handle and used for pounding.;tool CONTEXT,solid HARDNESS,head COMPONENT,handle COMPONENT,pounding TASK
a tool used for hitting things or forcing nails into wood that consists of a handle and a heavy metal top with one flat side.;tool CONTEXT,hitting TASK,handle COMPONENT,heavy WEIGHT,metal MATERIAL,top COMPONENT,flat GEOMETRY,side COMPONENT
a tool consisting of a solid head, usually of metal, set crosswise on a handle, used for beating metals, driving nails, etc.;tool CONTEXT,solid HARDNESS,head COMPONENT,metal MATERIAL,handle COMPONENT,beating TASK,driving TASK
A hand tool consisting of a handle with a head of metal or other heavy rigid material that is attached at a right angle, used for striking or pounding.;tool CONTEXT,handle COMPONENT,head COMPONENT,metal MATERIAL,heavy WEIGHT,rigid HARDNESS,striking TASK,pounding TASK
A tool with a heavy metal head mounted at right angles at the end of a handle, used for jobs such as breaking things and driving in nails.;tool CONTEXT,heavy WEIGHT,metal MATERIAL,head COMPONENT,handle COMPONENT,breaking TASK,driving TASK
A handheld fan, or simply hand fan, may be any broad, flat surface that is waved back-and-forth to create an airflow.;fan PIVOT,broad GEOMETRY,flat GEOMETRY,waved TASK
Generally, purpose-made handheld fans are folding fans, which are shaped like a sector of a circle and made of a thin material (such as paper or feathers) mounted on slats which revolve around a pivot so that it can be closed when not in use.;fan PIVOT,circle GEOMETRY,thin GEOMETRY,paper MATERIAL
A hand-held device designed to be waved back and forth in order to induce airflow for the purpose of cooling the user.;waved TASK
A jar is a rigid, cylindrical or slightly conical container, typically made of glass, ceramic, or plastic, with a wide mouth or opening that can be closed with a lid, screw cap, lug cap, cork stopper, roll-on cap, crimp-on cap, press-on cap, plastic shrink, heat sealed lidding film, an inner seal, a Tamper-evident band, or other suitable means.;jar PIVOT,rigid HARDNESS,cylindrical GEOMETRY,conical GEOMETRY,container CONTEXT,glass MATERIAL,ceramic MATERIAL,plastic MATERIAL,wide GEOMETRY,mouth COMPONENT,closed TASK,lid COMPONENT,cap COMPONENT
a vessel (usually cylindrical) with a wide mouth and without handles.;vessel CONTEXT,cylindrical GEOMETRY,wide GEOMETRY,mouth COMPONENT
A jar is a glass container with a lid that is used for storing food.;jar PIVOT,glass MATERIAL,container CONTEXT,lid CONTEXT
a glass container with a lid and a wide top, especially one in which food is sold or kept.;glass MATERIAL,container CONTEXT,lid CONTEXT,wide GEOMETRY,top COMPONENT
a broad-mouthed container, usually cylindrical and of glass or earthenware;container CONTEXT,cylindrical GEOMETRY,glass MATERIAL
A cylindrical glass or earthenware vessel with a wide mouth and usually no handles.;cylindrical GEOMETRY,glass MATERIAL,vessel CONTEXT,wide GEOMETRY,mouth COMPONENT
A wide-mouthed cylindrical container made of glass or pottery and typically having a lid, used especially for storing food.;cylindrical GEOMETRY,container CONTEXT,glass MATERIAL,lid CONTEXT
A jug is a type of container commonly used to hold liquids.;jug PIVOT,container CONTEXT,hold TASK
It has an opening, sometimes narrow, from which to pour or drink, and has a handle, and often a pouring lip.;narrow GEOMETRY,pour TASK,drink TASK,handle COMPONENT,pouring TASK
Jugs throughout history have been made of metal, and ceramic, or glass, and plastic is now common.;Jugs PIVOT,metal MATERIAL,ceramic MATERIAL,glass MATERIAL,plastic MATERIAL
In British English, jugs are pouring vessels for holding drinkable liquids.;jugs PIVOT,pouring TASK,vessels CONTEXT,holding TASK
A serving vessel or container, typically circular in cross-section and typically higher than it is wide, with a relatively small mouth or spout, an ear handle and often a stopper or top.;vessel CONTEXT,container CONTEXT,circular GEOMETRY,small SIZE,mouth COMPONENT,handle COMPONENT
a large bottle with a narrow mouth.;large SIZE,bottle PIVOT,narrow GEOMETRY,mouth COMPONENT
A jug is a cylindrical container with a handle and is used for holding and pouring liquids.;jug PIVOT,cylindrical GEOMETRY,container CONTEXT,handle COMPONENT,holding TASK,pouring TASK
a large deep container (as of glass, earthenware, or plastic) with a narrow mouth and a handle.;large SIZE,container CONTEXT,glass MATERIAL,plastic MATERIAL,narrow GEOMETRY,mouth COMPONENT,handle COMPONENT
a container from which you pour liquids such as water or milk.;container CONTEXT,pour TASK
a large container usually made of earthenware, metal, or glass, commonly having a handle, a narrow neck, and sometimes a cap or cork.;large SIZE,container CONTEXT,metal MATERIAL,glass MATERIAL,handle COMPONENT,narrow GEOMETRY,neck COMPONENT,cap COMPONENT
A large, often rounded vessel of earthenware, glass, or metal with a small mouth, a handle, and usually a stopper or cap.;large SIZE,rounded GEOMETRY,vessel CONTEXT,glass MATERIAL,metal MATERIAL,small SIZE,mouth COMPONENT,handle COMPONENT,cap COMPONENT
A cylindrical container with a handle and a lip, used for holding and pouring liquids.;cylindrical GEOMETRY,container CONTEXT,handle COMPONENT,holding TASK,pouring TASK
An object designed to open and close a lock.;open TASK,close TASK
metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated.;metal MATERIAL,inserted TASK
A key is a specially shaped piece of metal that you place in a lock and turn in order to open or lock a door, or to start or stop the engine of a vehicle.;key PIVOT,piece CONTEXT,metal MATERIAL,open TASK,lock TASK
a usually metal instrument by which the bolt of a lock is turned.;metal MATERIAL,instrument CONTEXT
a small piece of metal used for opening or locking a door or a container, or for starting the engine of a vehicle.;small SIZE,piece CONTEXT,metal MATERIAL,opening TASK,locking TASK
a small metal instrument specially cut to fit into a lock and move its bolt.;small SIZE,metal MATERIAL,instrument CONTEXT,move TASK
A notched and grooved, usually metal implement that is turned to open or close a lock.;metal MATERIAL,implement CONTEXT,open TASK,close TASK
A similar implement or an electronic device used for opening, winding, or starting something.;implement CONTEXT,opening TASK,winding TASK
A small piece of shaped metal with incisions cut to fit the wards of a particular lock, which is inserted into a lock and turned to open or close it.;small SIZE,piece CONTEXT,metal MATERIAL,inserted TASK,open TASK,close TASK
Kiwifruit (commonly shortened to kiwi in North America and continental Europe) or Chinese gooseberry is the edible berry of several species of woody vines in the genus "Actinidia".;Kiwifruit PIVOT
The most common cultivar group of kiwifruit ("Actinidia deliciosa" 'Hayward') is oval, about the size of a large hen's egg: in length and in diameter.;kiwifruit PIVOT,oval GEOMETRY
It has a thin, fuzzy, fibrous, tart but edible light brown skin and light green or golden flesh with rows of tiny, black, edible seeds.;thin GEOMETRY,fuzzy TEXTURE,fibrous TEXTURE,brown COLOR,skin COMPONENT,tiny SIZE,seeds COMPONENT
The fruit has a soft texture with a sweet and unique flavour.;fruit CONTEXT,soft HARDNESS
edible oval fruit of the kiwi plant.;oval GEOMETRY,fruit CONTEXT,kiwi PIVOT
the edible fruit of a Chinese gooseberry having a fuzzy brown skin and slightly acidic typically green flesh.;fruit CONTEXT,fuzzy TEXTURE,brown COLOR,skin COMPONENT
A knife (plural knives, from Old Norse 'knife, dirk') is a tool or weapon with a cutting edge or blade, often attached to a handle or hilt.;knife PIVOT,tool CONTEXT,cutting TASK,blade COMPONENT,handle COMPONENT,hilt COMPONENT
A utensil or a tool designed for cutting, consisting of a flat piece of hard material, usually steel or other metal (the blade), usually sharpened on one edge, attached to a handle.;utensil CONTEXT,tool CONTEXT,cutting TASK,flat GEOMETRY,hard HARDNESS,steel MATERIAL,metal MATERIAL,blade COMPONENT,handle COMPONENT
A knife is a tool for cutting or a weapon and consists of a flat piece of metal with a sharp edge on the end of a handle.;knife PIVOT,tool CONTEXT,cutting TASK,flat GEOMETRY,metal MATERIAL,handle COMPONENT
a cutting instrument consisting of a sharp blade fastened to a handle.;cutting TASK,instrument CONTEXT,blade COMPONENT,handle COMPONENT
an object with a sharp blade for cutting food.;blade COMPONENT,cutting TASK
an instrument for cutting, consisting essentially of a thin, sharp-edged, metal blade fitted with a handle.;instrument CONTEXT,cutting TASK,thin GEOMETRY,metal MATERIAL,blade COMPONENT,handle COMPONENT
A cutting instrument consisting of a sharp blade attached to a handle.;cutting TASK,instrument CONTEXT,blade COMPONENT,handle COMPONENT
An instrument composed of a blade fixed into a handle, used for cutting or as a weapon.;instrument CONTEXT,blade COMPONENT,handle COMPONENT,cutting TASK
A deep-bowled spoon with a long, usually curved, handle.;spoon PIVOT,long SIZE,curved GEOMETRY,handle COMPONENT
a spoon-shaped vessel with a long handle, frequently used to transfer liquids from one container to another;vessel CONTEXT,long SIZE,handle COMPONENT,transfer TASK
A ladle is a large, round, deep spoon with a long handle, used for serving soup, stew, or sauce.;ladle PIVOT,large SIZE,round GEOMETRY,long SIZE,handle COMPONENT
a deep-bowled long-handled spoon used especially for dipping up and conveying liquids.;long SIZE,handled COMPONENT,spoon PIVOT,conveying TASK
a large deep spoon with a long handle, used for serving liquid food such as soup;large SIZE,spoon PIVOT,long SIZE,handle COMPONENT,serving TASK
a long-handled utensil with a cup-shaped bowl for dipping or conveying liquids.;long SIZE,handled COMPONENT,utensil CONTEXT,conveying TASK
A long-handled spoon with a deep bowl for serving liquids.;long SIZE,handled COMPONENT,spoon PIVOT,serving TASK
A large long-handled spoon with a cup-shaped bowl, used for serving soup or sauce.;long SIZE,handled COMPONENT,spoon PIVOT,serving TASK
The lemon ("Citrus limon") is a species of small evergreen tree in the flowering plant family Rutaceae, native to Asia, primarily Northeast India (Assam), Northern Myanmar or China.;lemon PIVOT
A yellowish citrus fruit.;yellowish COLOR,fruit CONTEXT
yellow oval fruit with juicy acidic flesh.;yellow COLOR,oval GEOMETRY,fruit CONTEXT
A lemon is a bright yellow fruit with very sour juice.;lemon PIVOT,yellow COLOR,fruit CONTEXT
an acid fruit that is botanically a many-seeded pale yellow oblong berry produced by a small thorny citrus tree (Citrus limon) and that has a rind from which an aromatic oil is extracted.;fruit CONTEXT,yellow COLOR,oblong GEOMETRY
fruit with a hard yellow skin and sour juice.;fruit CONTEXT,hard HARDNESS,yellow COLOR,skin COMPONENT
the yellowish, acid fruit of a subtropical citrus tree, Citrus limon.;yellowish COLOR,fruit CONTEXT
A spiny evergreen tree (Citrus limon) native to Asia, widely cultivated for its oval yellow fruit.;spiny TEXTURE,oval GEOMETRY,yellow COLOR,fruit CONTEXT
A pale yellow oval citrus fruit with thick skin and fragrant, acidic juice.;yellow COLOR,oval GEOMETRY,fruit CONTEXT,thick GEOMETRY,skin COMPONENT
A lollipop is a type of sugar candy usually consisting of hard candy mounted on a stick and intended for sucking or licking.;lollipop PIVOT,hard HARDNESS,candy CONTEXT,stick COMPONENT,sucking TASK,licking TASK
Lollipops are available in many flavors and shapes.;Lollipops PIVOT
A lollipop is a sweet consisting of a hard disc or ball of a sugary substance on the end of a stick.;lollipop PIVOT,hard HARDNESS,disc GEOMETRY,stick COMPONENT
a piece of hard candy on the end of a stick.;piece CONTEXT,hard HARDNESS,candy CONTEXT,stick COMPONENT
a hard sweet on the end of a stick.;hard HARDNESS,sweet CONTEXT,stick COMPONENT
a piece of hard candy attached to the end of a small stick that is held in the hand while the candy is licked.;piece CONTEXT,hard HARDNESS,candy CONTEXT,small SIZE,stick COMPONENT,held TASK,licked TASK
A confection consisting of a piece of hard candy attached to the end of a small stick.;piece CONTEXT,hard HARDNESS,candy CONTEXT,small SIZE,stick COMPONENT
A large, flat, rounded boiled sweet on the end of a stick.;large SIZE,flat GEOMETRY,rounded GEOMETRY,sweet CONTEXT,stick COMPONENT
Marble is a metamorphic rock composed of recrystallized carbonate minerals, most commonly calcite or dolomite.;Marble PIVOT,rock MATERIAL
a hard crystalline metamorphic rock that takes a high polish, used for sculpture and as building material.;hard HARDNESS,rock MATERIAL
Marble is a type of very hard rock which feels cold when you touch it and which shines when it is cut and polished.;Marble PIVOT,hard HARDNESS,rock MATERIAL
a hard smooth stone used for building and making statues.;hard HARDNESS,smooth TEXTURE,stone MATERIAL
A marker pen, fine liner, marking pen, felt-tip pen, flow marker, sign pen (in South Korea), vivid (in New Zealand), texta (in Australia), sketch pen (in South Asia) or koki (in South Africa), is a pen which has its own ink source and a tip made of porous, pressed fibers such as felt.;marker CONTEXT,pen PIVOT,marking TASK,sign TASK,sketch TASK,tip COMPONENT,felt MATERIAL
A pen, often with a thick tip made of felt.;pen PIVOT,thick GEOMETRY,tip COMPONENT,felt MATERIAL
a pen with a thick tip made of felt.;pen PIVOT,thick GEOMETRY,tip COMPONENT,felt MATERIAL
A mobile phone, cellular phone, cell phone, cellphone, handphone, or hand phone, sometimes shortened to simply mobile, cell or just phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area.;mobile CONTEXT,phone PIVOT
A mobile phone is a phone that you can carry with you and use to make or receive calls wherever you are.;mobile CONTEXT,phone PIVOT,carry TASK
a small phone that you can carry around with you.;small SIZE,phone PIVOT,carry TASK
A mousepad is a surface for placing and moving a computer mouse.;mousepad PIVOT,surface CONTEXT
a small portable pad that provides traction for the ball of a computer mouse.;small SIZE,pad PIVOT
a thin flat pad (as of rubber) on which a computer mouse is used.;thin GEOMETRY,flat GEOMETRY,pad PIVOT,rubber MATERIAL
a small, typically foam rubber sheet used to provide a stable surface on which a mouse can be moved.;small SIZE,rubber MATERIAL,sheet PIVOT,surface CONTEXT
A flat pad, as of specially coated foam rubber, designed to provide an optimum surface on which to use a mouse.;flat GEOMETRY,pad CONTEXT,rubber MATERIAL,surface CONTEXT
A piece of rigid or slightly resilient material on which a computer mouse is moved.;piece CONTEXT,rigid HARDNESS
A mug is a type of cup typically used for drinking hot drinks, such as coffee, hot chocolate, or tea.;mug PIVOT,cup CONTEXT,drinking TASK
Mugs usually have handles and hold a larger amount of fluid than other types of cup.;Mugs PIVOT,handles COMPONENT,hold TASK
A large cup for hot liquids, usually having a handle and used without a saucer.;large SIZE,cup CONTEXT,handle COMPONENT
A mug is a large deep cup with straight sides and a handle, used for hot drinks.;mug PIVOT,large SIZE,cup CONTEXT,straight GEOMETRY,sides COMPONENT,handle COMPONENT
